# generated by generate_fluctuations.py
# config: configs/multiscan_lorentzian.yaml
# seed=12345 length_m=0.008 dx_m=5e-06 rho=0.5
# dW: {'type': 'lorentzian', 'sigma': 0.05, 'tau_m': 0.0002}
# dD: {'type': 'lorentzian', 'sigma': 0.06, 'tau_m': 0.0002}
# empirical: sigma_W=5.0000e-02 sigma_D=6.0000e-02 corr=+0.5001
# columns: s[m]   dW_over_W   dD_over_D
2.605000000e-03  -1.856080e-03  -6.659609e-02
2.610000000e-03  -1.427162e-02  -7.036254e-02
2.615000000e-03  -1.281441e-02  -6.333535e-02
2.620000000e-03  4.749008e-03  -6.619587e-02
2.625000000e-03  6.257429e-03  -4.792949e-02
2.630000000e-03  -5.827389e-03  -5.895010e-02
2.635000000e-03  -2.502806e-03  -5.274206e-02
2.640000000e-03  -2.261193e-02  -6.737356e-02
2.645000000e-03  -3.617672e-02  -6.669609e-02
2.650000000e-03  -5.015384e-02  -5.629528e-02
2.655000000e-03  -4.600047e-02  -5.844434e-02
2.660000000e-03  -5.527696e-02  -6.812379e-02
2.665000000e-03  -6.476732e-02  -6.946522e-02
2.670000000e-03  -9.200557e-02  -7.773162e-02
2.675000000e-03  -1.093180e-01  -9.031245e-02
2.680000000e-03  -1.054575e-01  -7.871921e-02
2.685000000e-03  -1.157253e-01  -6.729115e-02
2.690000000e-03  -1.131589e-01  -5.998569e-02
2.695000000e-03  -1.140901e-01  -5.562472e-02
2.700000000e-03  -1.181782e-01  -6.733111e-02
2.705000000e-03  -1.187939e-01  -6.737035e-02
2.710000000e-03  -1.357743e-01  -9.010552e-02
2.715000000e-03  -1.579027e-01  -9.666859e-02
2.720000000e-03  -1.469809e-01  -8.094231e-02
2.725000000e-03  -1.362624e-01  -6.749816e-02
2.730000000e-03  -1.192726e-01  -6.912453e-02
2.735000000e-03  -1.302115e-01  -7.521302e-02
2.740000000e-03  -1.574550e-01  -8.041909e-02
2.745000000e-03  -1.733974e-01  -6.518686e-02
2.750000000e-03  -1.525433e-01  -4.602401e-02
2.755000000e-03  -1.364856e-01  -2.012786e-02
2.760000000e-03  -1.278581e-01  -1.138353e-02
2.765000000e-03  -1.331415e-01  -2.569886e-02
2.770000000e-03  -1.323591e-01  -2.079830e-02
2.775000000e-03  -1.363655e-01  1.257105e-02
2.780000000e-03  -1.497734e-01  6.402038e-03
2.785000000e-03  -1.443706e-01  2.444288e-04
2.790000000e-03  -1.507018e-01  -3.388864e-03
2.795000000e-03  -1.434848e-01  -2.685075e-02
2.800000000e-03  -1.444289e-01  -2.605176e-02
2.805000000e-03  -1.345902e-01  -2.880372e-02
2.810000000e-03  -1.296659e-01  -4.787354e-02
2.815000000e-03  -1.278956e-01  -3.643562e-02
2.820000000e-03  -1.351396e-01  -1.467668e-02
2.825000000e-03  -1.315656e-01  -1.591978e-02
2.830000000e-03  -1.187445e-01  -3.767889e-02
2.835000000e-03  -1.251339e-01  -4.605629e-02
2.840000000e-03  -1.404580e-01  -5.437216e-02
2.845000000e-03  -1.279997e-01  -4.980405e-02
2.850000000e-03  -1.243461e-01  -4.070179e-02
2.855000000e-03  -1.254235e-01  -4.943157e-02
2.860000000e-03  -1.000892e-01  -5.501455e-02
2.865000000e-03  -8.123126e-02  -5.512651e-02
2.870000000e-03  -8.321146e-02  -7.537210e-02
2.875000000e-03  -8.131345e-02  -8.273624e-02
2.880000000e-03  -7.207939e-02  -8.129867e-02
2.885000000e-03  -5.064996e-02  -5.877204e-02
2.890000000e-03  -4.722759e-02  -6.049080e-02
2.895000000e-03  -2.909730e-02  -5.684693e-02
2.900000000e-03  -2.716519e-02  -4.358004e-02
2.905000000e-03  -2.934388e-02  -4.572836e-02
2.910000000e-03  -2.628530e-02  -3.249018e-02
2.915000000e-03  -3.424911e-02  -4.310941e-02
2.920000000e-03  -3.813667e-02  -4.430372e-02
2.925000000e-03  -2.627097e-02  -3.312798e-02
2.930000000e-03  -1.328360e-02  -3.599053e-02
2.935000000e-03  -1.109634e-02  -1.604144e-02
2.940000000e-03  9.032020e-03  -1.282517e-02
2.945000000e-03  1.472491e-02  -1.456493e-02
2.950000000e-03  3.298784e-02  -8.320568e-03
2.955000000e-03  3.170474e-02  6.565744e-04
2.960000000e-03  2.245707e-02  1.018425e-02
2.965000000e-03  2.502085e-02  1.043348e-02
2.970000000e-03  1.757110e-02  -7.460591e-03
2.975000000e-03  4.039702e-02  6.373269e-03
2.980000000e-03  4.598607e-02  4.559158e-03
2.985000000e-03  4.520087e-02  8.311391e-03
2.990000000e-03  3.457894e-02  -6.591536e-03
2.995000000e-03  4.127024e-02  7.641387e-03
3.000000000e-03  3.274098e-02  1.045373e-02
3.005000000e-03  2.551373e-02  8.490046e-03
3.010000000e-03  3.471940e-02  1.946271e-02
3.015000000e-03  3.527266e-02  1.816350e-02
3.020000000e-03  3.864878e-02  3.420297e-02
3.025000000e-03  3.460993e-02  6.314318e-02
3.030000000e-03  5.324536e-02  8.245773e-02
3.035000000e-03  5.017195e-02  6.936095e-02
3.040000000e-03  4.670130e-02  6.854413e-02
3.045000000e-03  5.124880e-02  6.978280e-02
3.050000000e-03  5.030323e-02  6.281632e-02
3.055000000e-03  4.448740e-02  4.259990e-02
3.060000000e-03  3.636112e-02  4.363211e-02
3.065000000e-03  3.344653e-02  3.761103e-02
3.070000000e-03  5.066875e-02  3.883717e-02
3.075000000e-03  5.276584e-02  3.981944e-02
3.080000000e-03  5.446502e-02  6.189408e-02
3.085000000e-03  3.855709e-02  7.534253e-02
3.090000000e-03  3.401897e-02  5.572297e-02
3.095000000e-03  2.705887e-02  5.282515e-02
3.100000000e-03  2.452049e-02  6.318950e-02
3.105000000e-03  2.606972e-02  4.292775e-02
3.110000000e-03  2.381229e-02  1.247023e-02
3.115000000e-03  1.098509e-02  1.437609e-02
3.120000000e-03  1.520565e-02  5.047363e-03
3.125000000e-03  1.934390e-02  1.768027e-03
3.130000000e-03  3.472689e-02  2.241007e-02
3.135000000e-03  4.576318e-02  3.393399e-02
3.140000000e-03  3.284037e-02  3.956652e-02
3.145000000e-03  2.808872e-02  2.341157e-02
3.150000000e-03  1.879196e-02  3.073878e-03
3.155000000e-03  1.843412e-02  1.237505e-02
3.160000000e-03  2.603135e-02  6.074626e-03
3.165000000e-03  4.576629e-02  9.768926e-03
3.170000000e-03  5.428111e-02  8.906386e-03
3.175000000e-03  6.135218e-02  2.095804e-02
3.180000000e-03  4.281039e-02  2.310077e-02
3.185000000e-03  3.951900e-02  2.444669e-02
3.190000000e-03  3.603860e-02  3.368242e-02
3.195000000e-03  3.037550e-02  4.006800e-02
3.200000000e-03  9.674205e-03  3.863682e-02
3.205000000e-03  5.796250e-03  2.041939e-02
3.210000000e-03  9.749121e-03  2.001381e-02
3.215000000e-03  3.975203e-04  1.831498e-02
3.220000000e-03  -6.116600e-03  1.539043e-02
3.225000000e-03  -5.459689e-03  1.745114e-02
3.230000000e-03  -7.113511e-03  2.732151e-02
3.235000000e-03  -1.659652e-02  1.733656e-02
3.240000000e-03  -2.661150e-02  1.759092e-02
3.245000000e-03  -3.240714e-02  1.082508e-02
3.250000000e-03  -4.547447e-02  -8.420913e-03
3.255000000e-03  -4.242317e-02  -1.414089e-02
3.260000000e-03  -5.050603e-02  -2.702188e-02
3.265000000e-03  -6.466854e-02  -4.121811e-02
3.270000000e-03  -6.348599e-02  -1.932080e-02
3.275000000e-03  -5.713506e-02  -7.084129e-04
3.280000000e-03  -5.522456e-02  -1.550943e-02
3.285000000e-03  -5.275486e-02  -1.174410e-02
3.290000000e-03  -4.182194e-02  -1.657993e-02
3.295000000e-03  -3.818432e-02  -1.110682e-02
3.300000000e-03  -4.247622e-02  -2.267440e-02
3.305000000e-03  -3.300728e-02  -2.087439e-02
3.310000000e-03  -3.654220e-02  -1.485462e-02
3.315000000e-03  -5.303031e-02  7.013506e-03
3.320000000e-03  -4.598861e-02  1.870170e-02
3.325000000e-03  -5.416770e-02  2.808988e-03
3.330000000e-03  -4.288891e-02  7.629247e-03
3.335000000e-03  -3.665620e-02  3.034544e-02
3.340000000e-03  -5.177352e-02  3.760494e-02
3.345000000e-03  -4.416963e-02  5.660616e-02
3.350000000e-03  -6.931482e-02  5.436759e-02
3.355000000e-03  -8.187551e-02  3.714558e-02
3.360000000e-03  -6.755064e-02  3.479880e-02
3.365000000e-03  -7.739136e-02  2.013033e-02
3.370000000e-03  -6.375824e-02  1.932196e-02
3.375000000e-03  -3.572488e-02  4.556420e-02
3.380000000e-03  -1.291530e-03  6.413505e-02
3.385000000e-03  6.099493e-03  5.804739e-02
3.390000000e-03  5.508177e-03  4.458134e-02
3.395000000e-03  -9.846618e-03  3.346244e-02
3.400000000e-03  -1.890791e-02  1.208838e-02
3.405000000e-03  -2.107148e-02  1.988950e-02
3.410000000e-03  -1.834501e-02  7.261334e-03
3.415000000e-03  9.202231e-04  1.313068e-02
3.420000000e-03  -1.374289e-02  -4.960818e-03
3.425000000e-03  -4.338570e-02  -2.847278e-02
3.430000000e-03  -5.981846e-02  -3.490260e-02
3.435000000e-03  -5.827957e-02  -2.548139e-02
3.440000000e-03  -5.185689e-02  -9.021163e-03
3.445000000e-03  -4.546133e-02  -7.265546e-03
3.450000000e-03  -5.402008e-02  -9.459696e-03
3.455000000e-03  -5.687726e-02  -3.868592e-02
3.460000000e-03  -4.463468e-02  -2.928790e-02
3.465000000e-03  -4.332668e-02  -2.197601e-02
3.470000000e-03  -5.486497e-02  -3.904397e-02
3.475000000e-03  -5.487729e-02  -3.195186e-02
3.480000000e-03  -8.055052e-02  -5.753277e-02
3.485000000e-03  -8.171621e-02  -5.043567e-02
3.490000000e-03  -8.699050e-02  -6.405963e-02
3.495000000e-03  -9.973150e-02  -8.019698e-02
3.500000000e-03  -1.012945e-01  -7.477592e-02
3.505000000e-03  -1.148770e-01  -8.602394e-02
3.510000000e-03  -1.028334e-01  -7.970742e-02
3.515000000e-03  -5.812193e-02  -5.967571e-02
3.520000000e-03  -5.748865e-02  -4.977989e-02
3.525000000e-03  -5.891535e-02  -2.672198e-02
3.530000000e-03  -5.805025e-02  -3.234851e-02
3.535000000e-03  -5.643568e-02  -3.135194e-02
3.540000000e-03  -6.619362e-02  -3.269274e-02
3.545000000e-03  -5.990319e-02  -2.644778e-02
3.550000000e-03  -3.772464e-02  -1.123674e-02
3.555000000e-03  -4.628011e-02  -3.985979e-03
3.560000000e-03  -4.367334e-02  9.867907e-03
3.565000000e-03  -5.020401e-02  3.185601e-03
3.570000000e-03  -6.698479e-02  -1.413496e-02
3.575000000e-03  -7.896762e-02  -3.400752e-02
3.580000000e-03  -8.259586e-02  -5.425536e-02
3.585000000e-03  -5.685907e-02  -6.606277e-02
3.590000000e-03  -5.421199e-02  -7.005261e-02
3.595000000e-03  -5.671568e-02  -7.268884e-02
3.600000000e-03  -5.068986e-02  -5.788946e-02
3.605000000e-03  -6.460348e-02  -5.689507e-02
3.610000000e-03  -8.350240e-02  -4.198734e-02
3.615000000e-03  -7.298573e-02  -5.482532e-02
3.620000000e-03  -5.818087e-02  -5.280555e-02
3.625000000e-03  -7.326552e-02  -5.911024e-02
3.630000000e-03  -6.925946e-02  -5.125058e-02
3.635000000e-03  -7.266434e-02  -5.880419e-02
3.640000000e-03  -5.828883e-02  -2.550599e-02
3.645000000e-03  -5.988038e-02  -2.588834e-02
3.650000000e-03  -6.481220e-02  -2.444863e-02
3.655000000e-03  -6.629062e-02  -3.049683e-03
3.660000000e-03  -6.961487e-02  -7.894892e-03
3.665000000e-03  -9.033662e-02  -3.341859e-02
3.670000000e-03  -8.756493e-02  -1.604576e-02
3.675000000e-03  -7.332803e-02  6.921091e-03
3.680000000e-03  -5.951141e-02  7.773840e-04
3.685000000e-03  -5.550662e-02  8.338440e-03
3.690000000e-03  -4.831863e-02  9.474117e-03
3.695000000e-03  -7.691919e-02  -8.142304e-05
3.700000000e-03  -8.933927e-02  5.338652e-03
3.705000000e-03  -9.424475e-02  2.642176e-03
3.710000000e-03  -1.198483e-01  1.862158e-03
3.715000000e-03  -1.277503e-01  1.155065e-02
3.720000000e-03  -1.289992e-01  3.602866e-03
3.725000000e-03  -9.899151e-02  2.550057e-02
3.730000000e-03  -9.632948e-02  2.128387e-02
3.735000000e-03  -8.940782e-02  1.334254e-02
3.740000000e-03  -1.046199e-01  -2.468793e-02
3.745000000e-03  -7.972938e-02  -1.345866e-02
3.750000000e-03  -6.408343e-02  -5.528357e-03
3.755000000e-03  -5.615590e-02  -2.072447e-02
3.760000000e-03  -5.627116e-02  -3.155860e-02
3.765000000e-03  -6.929798e-02  -1.799956e-02
3.770000000e-03  -7.616162e-02  3.889130e-05
3.775000000e-03  -8.508478e-02  -1.554816e-03
3.780000000e-03  -8.075517e-02  1.116782e-02
3.785000000e-03  -9.894520e-02  1.490632e-02
3.790000000e-03  -9.297597e-02  1.247302e-02
3.795000000e-03  -8.737820e-02  1.471067e-02
3.800000000e-03  -9.065986e-02  2.319182e-02
3.805000000e-03  -8.891856e-02  1.855923e-02
3.810000000e-03  -6.581398e-02  2.198461e-02
3.815000000e-03  -7.163749e-02  1.834996e-02
3.820000000e-03  -7.709060e-02  -7.679119e-03
3.825000000e-03  -7.142032e-02  3.940796e-03
3.830000000e-03  -8.683914e-02  2.154078e-03
3.835000000e-03  -8.122217e-02  1.776265e-02
3.840000000e-03  -5.336018e-02  4.608124e-02
3.845000000e-03  -4.887908e-02  5.632764e-02
3.850000000e-03  -5.409228e-02  5.322663e-02
3.855000000e-03  -5.393317e-02  5.417480e-02
3.860000000e-03  -4.405780e-02  7.212125e-02
3.865000000e-03  -4.146821e-02  6.266762e-02
3.870000000e-03  -4.076884e-02  7.197883e-02
3.875000000e-03  -5.045479e-02  5.011931e-02
3.880000000e-03  -6.656564e-02  3.031155e-02
3.885000000e-03  -6.088240e-02  3.283658e-02
3.890000000e-03  -6.874535e-02  1.568993e-03
3.895000000e-03  -6.357806e-02  1.395433e-02
3.900000000e-03  -6.026985e-02  1.763625e-02
3.905000000e-03  -4.544602e-02  4.657516e-02
3.910000000e-03  -3.606094e-02  5.668900e-02
3.915000000e-03  -5.169057e-02  1.981625e-02
3.920000000e-03  -5.938605e-02  3.717852e-02
3.925000000e-03  -6.543984e-02  2.842375e-02
3.930000000e-03  -5.358809e-02  5.124308e-02
3.935000000e-03  -4.272697e-02  5.803099e-02
3.940000000e-03  -4.945266e-02  5.866772e-02
3.945000000e-03  -4.031258e-02  5.363846e-02
3.950000000e-03  -3.535589e-02  4.525531e-02
3.955000000e-03  -2.940647e-02  4.451369e-02
3.960000000e-03  -1.930758e-02  5.019795e-02
3.965000000e-03  -2.299096e-02  5.355244e-02
3.970000000e-03  -1.644189e-02  6.583353e-02
3.975000000e-03  -9.046354e-03  7.063929e-02
3.980000000e-03  -1.213197e-03  6.271908e-02
3.985000000e-03  1.313675e-03  6.123468e-02
3.990000000e-03  -1.308479e-02  7.088987e-02
3.995000000e-03  -8.828435e-03  7.006796e-02
4.000000000e-03  -1.529832e-02  5.594028e-02
4.005000000e-03  -3.814405e-02  3.807236e-02
4.010000000e-03  -3.489498e-02  3.716189e-02
4.015000000e-03  -2.473508e-02  4.374487e-02
4.020000000e-03  -2.129045e-02  3.654076e-02
4.025000000e-03  -3.893620e-02  2.955147e-02
4.030000000e-03  -3.264953e-02  2.703338e-02
4.035000000e-03  -3.175650e-02  2.046741e-02
4.040000000e-03  -2.030151e-02  1.473289e-02
4.045000000e-03  -3.492657e-02  2.399673e-02
4.050000000e-03  -2.390054e-02  3.904764e-02
4.055000000e-03  -1.913991e-02  5.551311e-02
4.060000000e-03  -2.242442e-02  5.562532e-02
4.065000000e-03  -2.724687e-02  6.179429e-02
4.070000000e-03  -2.129530e-02  6.903787e-02
4.075000000e-03  -3.317019e-02  3.253132e-02
4.080000000e-03  -2.926165e-02  3.893627e-02
4.085000000e-03  -3.195165e-02  1.639410e-02
4.090000000e-03  -4.161067e-02  -4.725717e-05
4.095000000e-03  -5.130381e-02  -9.746739e-03
4.100000000e-03  -5.210789e-02  -6.258611e-03
4.105000000e-03  -2.385061e-02  1.199104e-02
4.110000000e-03  -5.889496e-03  2.364965e-02
4.115000000e-03  2.416991e-03  1.874781e-02
4.120000000e-03  1.562346e-03  3.338954e-02
4.125000000e-03  7.214739e-03  9.842509e-03
4.130000000e-03  4.308491e-03  6.081888e-03
4.135000000e-03  5.071033e-03  2.437856e-02
4.140000000e-03  1.562878e-03  1.959542e-02
4.145000000e-03  -6.324878e-03  9.656469e-03
4.150000000e-03  -2.653338e-02  -1.928248e-02
4.155000000e-03  -4.212493e-02  -3.789452e-02
4.160000000e-03  -4.287408e-02  -4.259031e-02
4.165000000e-03  -3.926597e-02  -4.589281e-02
4.170000000e-03  -4.245365e-02  -4.717327e-02
4.175000000e-03  -4.653654e-02  -4.249826e-02
4.180000000e-03  -4.803797e-02  -5.329775e-02
4.185000000e-03  -4.685422e-02  -5.473161e-02
4.190000000e-03  -6.465351e-02  -6.101895e-02
4.195000000e-03  -7.730346e-02  -7.177886e-02
4.200000000e-03  -6.534634e-02  -9.224746e-02
4.205000000e-03  -8.404807e-02  -1.219349e-01
4.210000000e-03  -7.931085e-02  -1.446894e-01
4.215000000e-03  -8.235416e-02  -1.678555e-01
4.220000000e-03  -6.387742e-02  -1.585994e-01
4.225000000e-03  -4.114427e-02  -1.547736e-01
4.230000000e-03  -5.365893e-02  -1.611415e-01
4.235000000e-03  -5.608511e-02  -1.432759e-01
4.240000000e-03  -6.997993e-02  -1.365298e-01
4.245000000e-03  -6.399351e-02  -1.286671e-01
4.250000000e-03  -7.343629e-02  -1.326098e-01
4.255000000e-03  -8.011292e-02  -1.374185e-01
4.260000000e-03  -6.475568e-02  -1.287856e-01
4.265000000e-03  -7.236547e-02  -1.248684e-01
4.270000000e-03  -6.203126e-02  -1.225032e-01
4.275000000e-03  -5.116625e-02  -1.145045e-01
4.280000000e-03  -5.642396e-02  -1.132368e-01
4.285000000e-03  -2.031874e-02  -9.679144e-02
4.290000000e-03  -2.883289e-02  -7.876404e-02
4.295000000e-03  -3.904486e-02  -7.628668e-02
4.300000000e-03  -3.815967e-02  -6.792381e-02
4.305000000e-03  -3.919529e-02  -8.155429e-02
4.310000000e-03  -4.345366e-02  -9.591361e-02
4.315000000e-03  -5.030461e-02  -9.375642e-02
4.320000000e-03  -4.851663e-02  -8.449306e-02
4.325000000e-03  -2.055446e-02  -6.981298e-02
4.330000000e-03  -2.239488e-02  -6.504857e-02
4.335000000e-03  -1.915452e-02  -8.077297e-02
4.340000000e-03  -1.341456e-02  -8.410777e-02
4.345000000e-03  -2.780888e-03  -6.851497e-02
4.350000000e-03  -1.966045e-02  -7.506400e-02
4.355000000e-03  -1.939104e-02  -5.936350e-02
4.360000000e-03  -1.149733e-02  -1.774590e-02
4.365000000e-03  -1.374563e-02  -1.561962e-02
4.370000000e-03  -1.051298e-02  -1.746095e-02
4.375000000e-03  -1.341316e-02  -2.476642e-03
4.380000000e-03  -2.280607e-02  -9.741707e-03
4.385000000e-03  -1.825305e-02  -5.960079e-03
4.390000000e-03  -1.940773e-02  -2.526351e-03
4.395000000e-03  -9.557865e-03  1.346489e-03
4.400000000e-03  -3.913219e-03  1.530369e-03
4.405000000e-03  -9.044001e-03  -1.460650e-02
4.410000000e-03  -9.119371e-04  -1.750856e-02
4.415000000e-03  -4.788598e-03  -4.059594e-03
4.420000000e-03  -2.354198e-03  2.070479e-02
4.425000000e-03  6.665239e-03  3.158655e-02
4.430000000e-03  -1.069453e-02  -6.438955e-04
4.435000000e-03  -2.202991e-02  1.577609e-02
4.440000000e-03  -2.601162e-02  3.150276e-02
4.445000000e-03  -3.366159e-02  2.586962e-02
4.450000000e-03  -4.294776e-02  2.364723e-02
4.455000000e-03  -4.698915e-02  9.773911e-03
4.460000000e-03  -7.090179e-02  -1.474810e-02
4.465000000e-03  -9.552909e-02  -4.415382e-02
4.470000000e-03  -7.512992e-02  -4.317479e-02
4.475000000e-03  -7.279842e-02  -4.577758e-02
4.480000000e-03  -6.719183e-02  -4.986709e-02
4.485000000e-03  -6.778807e-02  -5.512046e-02
4.490000000e-03  -6.717456e-02  -6.475460e-02
4.495000000e-03  -6.079044e-02  -4.980009e-02
4.500000000e-03  -7.091194e-02  -5.455824e-02
4.505000000e-03  -8.115158e-02  -5.656267e-02
4.510000000e-03  -8.519562e-02  -5.614119e-02
4.515000000e-03  -1.005616e-01  -6.209301e-02
4.520000000e-03  -9.084105e-02  -7.879477e-02
4.525000000e-03  -9.893330e-02  -8.287124e-02
4.530000000e-03  -1.014738e-01  -7.553138e-02
4.535000000e-03  -1.043606e-01  -9.580877e-02
4.540000000e-03  -8.131326e-02  -7.775633e-02
4.545000000e-03  -7.182442e-02  -8.993604e-02
4.550000000e-03  -8.125469e-02  -7.360901e-02
4.555000000e-03  -7.455591e-02  -7.607176e-02
4.560000000e-03  -7.399534e-02  -5.693482e-02
4.565000000e-03  -1.151594e-01  -7.208860e-02
4.570000000e-03  -1.236202e-01  -7.863516e-02
4.575000000e-03  -8.300475e-02  -6.337734e-02
4.580000000e-03  -7.667397e-02  -5.990188e-02
4.585000000e-03  -8.658974e-02  -5.830370e-02
4.590000000e-03  -9.053242e-02  -5.760405e-02
4.595000000e-03  -1.072863e-01  -6.204408e-02
4.600000000e-03  -1.111953e-01  -5.864897e-02
4.605000000e-03  -1.076816e-01  -5.761006e-02
4.610000000e-03  -9.501474e-02  -3.305966e-02
4.615000000e-03  -1.058201e-01  -4.513437e-02
4.620000000e-03  -1.230447e-01  -7.156317e-02
4.625000000e-03  -9.685673e-02  -6.026782e-02
4.630000000e-03  -9.518424e-02  -4.636257e-02
4.635000000e-03  -1.063837e-01  -5.336462e-02
4.640000000e-03  -9.137209e-02  -4.556843e-02
4.645000000e-03  -7.789956e-02  -3.521681e-02
4.650000000e-03  -6.368802e-02  -1.008865e-02
4.655000000e-03  -4.974610e-02  1.256095e-02
4.660000000e-03  -4.251746e-02  2.610736e-02
4.665000000e-03  -5.932153e-02  2.480438e-02
4.670000000e-03  -5.387810e-02  4.211195e-02
4.675000000e-03  -4.098088e-02  5.741657e-02
4.680000000e-03  -4.613608e-02  4.945474e-02
4.685000000e-03  -4.969106e-02  2.621308e-02
4.690000000e-03  -2.529827e-02  3.945443e-02
4.695000000e-03  1.005325e-02  6.648465e-02
4.700000000e-03  3.059554e-02  6.409229e-02
4.705000000e-03  3.611131e-02  6.188402e-02
4.710000000e-03  5.410276e-02  7.036529e-02
4.715000000e-03  5.799760e-02  6.471760e-02
4.720000000e-03  4.794201e-02  5.775254e-02
4.725000000e-03  5.048881e-02  6.341483e-02
4.730000000e-03  5.641640e-02  6.652699e-02
4.735000000e-03  4.873426e-02  6.239383e-02
4.740000000e-03  4.494802e-02  6.643319e-02
4.745000000e-03  3.615287e-02  5.576425e-02
4.750000000e-03  2.028686e-02  3.361172e-02
4.755000000e-03  1.034418e-02  2.826613e-02
4.760000000e-03  6.186068e-03  1.227108e-02
4.765000000e-03  -5.301526e-03  -9.723492e-03
4.770000000e-03  -1.616822e-02  -4.031264e-03
4.775000000e-03  -2.457599e-02  -1.061688e-02
4.780000000e-03  -1.926108e-02  3.915786e-03
4.785000000e-03  -1.353386e-02  3.504456e-02
4.790000000e-03  -2.562400e-02  3.877071e-02
4.795000000e-03  -1.509133e-02  4.777261e-02
4.800000000e-03  -1.887986e-02  6.374809e-02
4.805000000e-03  -7.352361e-03  6.506733e-02
4.810000000e-03  -4.810136e-03  7.133075e-02
4.815000000e-03  -1.166773e-02  7.774530e-02
4.820000000e-03  -3.246695e-02  5.561887e-02
4.825000000e-03  -1.066884e-02  7.090875e-02
4.830000000e-03  -8.802539e-03  7.193010e-02
4.835000000e-03  -9.449138e-03  5.289908e-02
4.840000000e-03  -5.467509e-03  3.267352e-02
4.845000000e-03  -2.738761e-03  2.315094e-02
4.850000000e-03  -1.269252e-02  2.043183e-02
4.855000000e-03  -1.425593e-02  1.567769e-02
4.860000000e-03  -4.697219e-03  3.474953e-02
4.865000000e-03  -1.439268e-02  2.694144e-02
4.870000000e-03  -1.218262e-02  2.505462e-02
4.875000000e-03  -1.475149e-02  3.322979e-02
4.880000000e-03  -2.775321e-02  4.052533e-02
4.885000000e-03  -2.414544e-02  6.239349e-02
4.890000000e-03  -1.251551e-02  7.402217e-02
4.895000000e-03  -1.093698e-02  6.214236e-02
4.900000000e-03  -1.993313e-02  5.319954e-02
4.905000000e-03  -2.756487e-02  3.631630e-02
4.910000000e-03  -3.030866e-02  4.558067e-02
4.915000000e-03  -1.923773e-02  6.302319e-02
4.920000000e-03  -1.666583e-02  5.722354e-02
4.925000000e-03  -7.384301e-03  3.813102e-02
4.930000000e-03  1.940730e-02  5.814944e-02
4.935000000e-03  4.080357e-03  3.628955e-02
4.940000000e-03  -1.208133e-02  4.107650e-02
4.945000000e-03  -4.163471e-03  4.577686e-02
4.950000000e-03  3.322637e-03  4.156749e-02
4.955000000e-03  1.512969e-03  4.385860e-02
4.960000000e-03  1.081493e-02  3.782221e-02
4.965000000e-03  -6.010743e-03  1.220099e-02
4.970000000e-03  -1.775441e-02  6.175329e-03
4.975000000e-03  -3.581547e-02  2.952610e-03
4.980000000e-03  -3.258055e-02  5.959685e-03
4.985000000e-03  -2.167998e-02  1.478482e-02
4.990000000e-03  -2.989266e-02  -5.358227e-03
4.995000000e-03  -4.153696e-02  -2.978380e-02
5.000000000e-03  -6.291599e-02  -4.417510e-02
5.005000000e-03  -7.206751e-02  -2.787170e-02
5.010000000e-03  -7.707678e-02  -3.234307e-02
5.015000000e-03  -6.670671e-02  -1.869667e-02
5.020000000e-03  -7.182564e-02  -1.051528e-02
5.025000000e-03  -7.897061e-02  -2.068654e-02
5.030000000e-03  -6.972935e-02  -1.752903e-02
5.035000000e-03  -6.623671e-02  -1.916857e-02
5.040000000e-03  -4.014381e-02  -7.627291e-03
5.045000000e-03  -4.181104e-02  1.002712e-02
5.050000000e-03  -3.996645e-02  8.280951e-03
5.055000000e-03  -3.624807e-02  -1.547209e-02
5.060000000e-03  -5.086310e-02  -4.271373e-02
5.065000000e-03  -5.922087e-02  -4.945635e-02
5.070000000e-03  -2.976978e-02  -3.414892e-02
5.075000000e-03  -2.763002e-02  -2.929432e-02
5.080000000e-03  -2.702061e-02  -1.383146e-02
5.085000000e-03  -1.679357e-02  -2.399204e-02
5.090000000e-03  -1.265737e-02  -3.810175e-02
5.095000000e-03  -1.539421e-02  -4.392512e-02
5.100000000e-03  -1.901951e-02  -4.723982e-02
5.105000000e-03  -1.690450e-02  -5.966729e-02
5.110000000e-03  -1.871224e-02  -6.670941e-02
5.115000000e-03  -2.665148e-02  -4.693398e-02
5.120000000e-03  -2.464105e-02  -6.657544e-02
5.125000000e-03  -2.682043e-02  -6.184108e-02
5.130000000e-03  -2.302557e-02  -2.210218e-02
5.135000000e-03  -3.739618e-02  -2.525854e-02
5.140000000e-03  -4.079568e-02  -2.965455e-02
5.145000000e-03  -2.675306e-02  -1.159935e-02
5.150000000e-03  -2.222051e-02  -2.894422e-02
5.155000000e-03  -2.855795e-02  -3.133492e-02
5.160000000e-03  -2.289802e-02  -2.390488e-02
5.165000000e-03  -3.425667e-02  -5.527614e-02
5.170000000e-03  -3.022172e-02  -6.146350e-02
5.175000000e-03  -5.765444e-02  -9.073482e-02
5.180000000e-03  -5.866591e-02  -8.524837e-02
5.185000000e-03  -7.219227e-02  -8.362579e-02
5.190000000e-03  -8.929014e-02  -1.000924e-01
5.195000000e-03  -9.376757e-02  -1.016208e-01
5.200000000e-03  -1.042423e-01  -1.127967e-01
5.205000000e-03  -1.060474e-01  -1.041967e-01
5.210000000e-03  -1.227745e-01  -1.531510e-01
